,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,0.36174753,0.030439116,0.33727098,0.01029845,0.06457135,0.11461485,0.04630553,0.29471326,0.0815877,0.060455922,1.1953634,0.41970056,0.30989647,0.432358,0.14196405,0.69940406,0.5139268,0.547991,0.091220856,0.00018781217,0.3524266,0.006469177,0.0002427134,0.8834256,0.14099732,0.117252305,0.037745275,0.019411113,0.39323965,0.3981519,0.020270204,0.032832388,0.34744015,0.107894585,0.23176876,0.061405882,0.25269538,0.06602361,0.42015702,0.25932595,0.18063359,0.37742558,0.11739472,0.29637295,0.088362835,0.61266375,0.3270039,0.8535635,0.7194881,0.05008678,0.06491652,0.026086308,0.04839324,0.016299797,0.05483365,0.44057027,0.1493597,0.062020265,0.08745485
1,0.014602867,0.03668379,0.3674364,0.0072120344,0.02066665,0.027008727,0.117124476,0.10581018,0.122873284,0.1255038,0.07122983,0.30366784,0.17520812,0.20528196,0.10543726,0.07203045,0.092937894,0.067023,0.021097708,6.251612e-05,0.16481416,0.0034514237,7.641985e-05,0.06997113,0.039322477,0.02777185,0.09646003,0.050595414,0.054773975,0.041648343,0.014403108,0.016116135,0.108173095,0.17292115,0.17608123,0.13342284,0.19534418,0.058258254,0.16307655,0.15710142,0.07994737,0.050779983,0.0074047893,0.05648304,0.24863654,0.85145384,0.029381925,0.09671866,0.22586429,0.07233482,0.061784897,0.053713072,0.07467677,0.0063342503,0.03644156,0.106741466,0.17351174,0.014192727,0.015619034
2,0.3496559,2.158594,5.732556,0.118721366,0.20664348,0.23227714,0.7841742,2.456414,1.6142317,2.2280235,1.596456,7.6782126,6.455142,3.1229134,2.3551097,1.7540907,2.4746535,2.4695652,0.14880829,0.0019106077,6.18235,0.041734762,0.002184097,1.7918705,0.9278219,0.5850115,1.0057267,0.630568,2.3223975,1.032736,0.21406217,0.12987247,4.2963896,3.371199,5.994517,2.8798475,2.8984003,0.55008274,3.207973,3.9552794,1.6477156,3.3814504,0.29202163,1.1421576,4.7240434,27.072788,0.66071326,2.8618472,5.157133,0.99129117,0.9756641,0.46868336,0.8519005,0.074405126,0.37861124,3.0688078,2.7082605,0.276615,0.30151632
3,0.029159142,0.03492587,0.6569228,0.86513805,1.0311009,0.4841473,1.7896006,0.12565227,0.68371785,0.48181584,0.060696643,0.33075348,0.30314034,0.15810788,0.1815871,0.105868705,0.08521903,0.04065962,0.41903532,0.0002668404,0.08263974,0.065931775,0.00043339917,0.093743235,0.55808866,0.6164955,2.435622,1.207622,0.055099245,0.037273355,2.1807365,0.529046,0.062901355,0.46944663,0.63291025,1.169626,0.2684513,4.631352,0.26425925,0.38491663,0.10493413,0.042220026,0.011261205,0.2949064,0.81154794,0.41727942,0.039347228,0.3488809,0.35795823,2.228685,1.4800245,5.6299877,4.988212,0.22954434,1.5289764,0.07811287,0.17890109,0.4254259,0.63719535
4,0.046588466,0.06696795,1.0282079,1.0514386,3.566256,2.1052692,1.7521086,0.3416322,0.4822704,0.35190618,0.08751665,0.67340416,0.6857401,0.2209373,0.093126535,0.12060165,0.10813639,0.066328846,0.8013734,0.0009886107,0.1593109,0.08181462,0.0014741804,0.14408566,0.6060178,0.46305957,1.0654551,0.55160075,0.09596028,0.06008386,1.8704123,0.9433527,0.09845681,0.39166343,0.7601025,0.5490458,0.25972372,7.406448,0.22641553,0.25096196,0.241388,0.07850466,0.01929831,0.18498355,0.56125414,0.5399358,0.08025889,0.66426325,0.5014121,1.7494577,0.9096829,2.099712,2.4226143,0.28439593,1.9929003,0.1060772,0.31634125,0.4589676,0.685729
5,0.036236506,0.038230933,0.59851074,0.22876412,2.4287224,2.6412828,0.4858304,0.3498642,0.15329576,0.16936332,0.06654363,0.47920084,0.41035676,0.11993351,0.021570994,0.066880405,0.057369992,0.050205547,0.847224,0.00072534446,0.12339261,0.03598742,0.001058494,0.09416499,0.17357442,0.11704746,0.14555682,0.07891278,0.060266417,0.04011021,0.37216276,0.6387982,0.06876862,0.054024626,0.08285161,0.10268329,0.079395264,1.5692004,0.08344361,0.08206369,0.20513141,0.051270075,0.015136641,0.0868809,0.13248836,0.3525536,0.050936166,0.5743441,0.23820639,0.19462612,0.12528682,0.19583452,0.32603922,0.11905663,1.0736122,0.055057127,0.20570567,0.09280961,0.1095177
6,0.11721879,0.124925934,2.3538826,0.95980644,1.3388553,0.7893338,25.023487,0.39746326,3.614816,2.5771778,0.5989373,1.3569038,1.0695511,0.96324825,2.565584,0.93832684,0.81945527,0.39820364,0.19554271,0.0013832045,0.3684239,0.08600059,0.0018593495,0.74434716,5.2904267,5.9633555,14.401505,4.8228655,0.4979992,0.24974214,2.0296624,0.19873379,0.38862553,17.534855,10.265429,11.107687,4.456629,4.2887626,4.6178946,4.3983784,0.43748325,0.31841353,0.09459639,2.42114,7.4525957,1.5494429,0.18026614,1.5797069,2.5960023,20.099445,20.95068,9.795011,12.302155,0.19358799,1.0145745,0.5826243,0.9211868,2.7717402,4.713837
7,0.18422365,0.09249553,0.6930015,0.01996229,0.09090882,0.09910039,0.12370514,0.663332,0.16305013,0.1781531,0.69585174,1.2605445,0.7741711,0.49564314,0.21649785,0.37011707,0.40940946,0.4061141,0.07963632,0.00039975412,0.4924043,0.011988297,0.00048740077,0.5234227,0.1964183,0.1091729,0.0991482,0.049547344,0.39267612,0.4077608,0.033838768,0.054195385,0.34048334,0.20487379,0.43326876,0.18958715,0.49897015,0.1513068,0.55356747,0.3793514,0.44905126,0.30539665,0.06759109,0.33371097,0.30544302,1.4305016,0.33821082,0.5666866,0.5624249,0.12955327,0.11682505,0.06744227,0.09360447,0.017804822,0.06328096,0.3608559,0.5235691,0.056892835,0.08359596
8,0.35260582,1.3168075,9.076767,0.6148283,0.7329809,0.6439449,8.045703,0.64648664,22.920643,19.907896,1.4374801,2.053431,2.414806,6.160095,10.229292,2.9163876,2.7378714,1.6396605,0.64983165,0.0021827666,2.0048919,0.14517424,0.0023667468,2.5938172,4.6210074,3.60907,15.318577,8.402719,1.8198091,0.8452139,1.6250151,0.28758538,2.6728609,33.679348,16.650583,23.14353,9.074799,2.2246883,12.531611,14.3585825,0.6594699,1.8484609,0.37459436,3.1659477,28.495821,6.3598013,0.43222734,6.555815,9.881039,8.3958845,9.068865,4.174541,8.067393,0.4108146,2.1117532,3.4636493,2.2427719,1.1753916,1.5884181
9,0.1175521,0.5146705,3.2153444,0.2376644,0.26882014,0.21914594,1.9733924,0.31116113,7.668097,5.955075,0.44157988,0.7581452,0.81740016,1.5457243,3.3190136,0.7524937,0.81779975,0.48026547,0.2735865,0.00064255914,0.76515996,0.068079636,0.00081821944,0.62986237,1.2069007,0.8682405,5.8062377,3.843179,0.5319722,0.30704167,0.59310144,0.17586574,1.1525775,6.878554,4.115514,7.3558626,2.5141835,1.1168422,2.4550722,5.3002586,0.23145168,0.5595742,0.09385514,1.1230302,9.256619,3.0281613,0.17551543,1.8327281,2.5058389,2.2682104,2.7718081,2.126106,3.7686708,0.16313042,0.8460337,1.0893294,0.60878974,0.27600613,0.36687574
